# dst	src	sha256 (held-out scripts: S10-Housekeeping, S13-Charades, S2-Where_is_X, S5-Workout, S6-Dance)
Nymeria_LSO_train/users/angel_roberts/act2.csv	Nymeria_Dataset/users/angel_roberts/act2.csv	32f313d889bc625160ed48e81ce5137c37adefe1df4d7db0441a6a1d02315432
Nymeria_LSO_train/users/angel_roberts/act3.csv	Nymeria_Dataset/users/angel_roberts/act3.csv	ff82874c7ca1e6ead873ad660dc34b36e2f8d0465c4ea31bfb55c3de5cc96c59
Nymeria_LSO_train/users/angel_roberts/act4.csv	Nymeria_Dataset/users/angel_roberts/act4.csv	0be0ee84380fa1d16370d89ced71b558ac7e077087c7b7f755da4ddf4eda2585
Nymeria_LSO_train/users/angela_garcia/act1.csv	Nymeria_Dataset/users/angela_garcia/act1.csv	957ec87998b44b819b7e23f8f8b52054527c9b2d78ce9910940b2b12e23c8400
Nymeria_LSO_train/users/angela_garcia/act2.csv	Nymeria_Dataset/users/angela_garcia/act2.csv	df7dbb4e46a2953dd2f8651da873f11fd01a7fca9a5e99dab640fa15d25cc58b
Nymeria_LSO_train/users/angela_garcia/act3.csv	Nymeria_Dataset/users/angela_garcia/act3.csv	ea44135f962c1ca8b94547af3e3420c3319ad9bf5c9d514e5f154bc41abe857b
Nymeria_LSO_train/users/angela_gomez/act0.csv	Nymeria_Dataset/users/angela_gomez/act0.csv	07379aa0db3ea788467e9398497912aeda7fbb342c2354c26e001f5d93ddf024
Nymeria_LSO_train/users/angela_gomez/act1.csv	Nymeria_Dataset/users/angela_gomez/act1.csv	eda53e928eea446f01a809a8daa4d800aeb891aaff16feb624b9e3e066b3a3ee
Nymeria_LSO_train/users/angela_gomez/act2.csv	Nymeria_Dataset/users/angela_gomez/act2.csv	3ee3b6ab919c09e2254b2bcbc4327a35f013d7c6fbea49233710a6b0db06343b
Nymeria_LSO_train/users/angela_gomez/act3.csv	Nymeria_Dataset/users/angela_gomez/act3.csv	380f0c1c617ce3b9f9d837d57468a4c8ee61f4aab2faae8191e2b33a1014a7bd
Nymeria_LSO_train/users/angela_gomez/act4.csv	Nymeria_Dataset/users/angela_gomez/act4.csv	d60c72c9c07e7312da5a0d9ad44dad1af267e0fb7ab09ab5cbeccb030c68ebf4
Nymeria_LSO_train/users/angela_harrell/act2.csv	Nymeria_Dataset/users/angela_harrell/act2.csv	a66f4a7cf53ba3e17a4c267f5e71256e8c40ca216da4093b1a251f903ebaae9e
Nymeria_LSO_train/users/angela_harrell/act3.csv	Nymeria_Dataset/users/angela_harrell/act3.csv	5ce09cc6e706731bfd859a84aa7a06edce8faada9f8d61e33180a2e541d8ae19
Nymeria_LSO_train/users/angela_harrell/act4.csv	Nymeria_Dataset/users/angela_harrell/act4.csv	82bcf2f4f20ab993bc23c7267c049218f58b910b577aad2889eb5e1a506d8b82
Nymeria_LSO_train/users/angela_mclean/act0.csv	Nymeria_Dataset/users/angela_mclean/act0.csv	a5532c418e53bb2dfb43b7a753010da100d972929c5b94652a06e9c4063ba128
Nymeria_LSO_train/users/angela_mclean/act2.csv	Nymeria_Dataset/users/angela_mclean/act2.csv	db868928baf3ad73694aa2897ef04da85a43c684d6ae9e0d392b58d59376d583
Nymeria_LSO_train/users/angela_mclean/act3.csv	Nymeria_Dataset/users/angela_mclean/act3.csv	460dd3397fb9c64f5b044151112cf82d193e17c304543afd1846eee85100e155
Nymeria_LSO_train/users/anna_chambers/act0.csv	Nymeria_Dataset/users/anna_chambers/act0.csv	7f8c88ceff1be90bff119973b54e0dde9541108b7a501ce50c5d1dd56dbd6fd4
Nymeria_LSO_train/users/anna_chambers/act1.csv	Nymeria_Dataset/users/anna_chambers/act1.csv	af750dd062d2790793d22bb706f90fb9c24de075c159fa53ae7d50b4b97f3dbd
Nymeria_LSO_train/users/anna_chambers/act2.csv	Nymeria_Dataset/users/anna_chambers/act2.csv	7d32f5eacbc9d00d7fd633807b4c43a1f6285f855437b9541fbb878ac68e1a0e
Nymeria_LSO_train/users/anna_chambers/act3.csv	Nymeria_Dataset/users/anna_chambers/act3.csv	3cef76a6a9fe8b44168a5aceb7cd32aee23c022d23db9e1658f024f02b19ee6c
Nymeria_LSO_train/users/anna_chambers/act4.csv	Nymeria_Dataset/users/anna_chambers/act4.csv	b269f9adb7501f0255b6d3ba181d6f19e4363ac7198e2c80e4bb45a75db61bdb
Nymeria_LSO_train/users/anthony_chen/act0.csv	Nymeria_Dataset/users/anthony_chen/act0.csv	77ccc80c5089924d001443fa3366b136bb9248efa53e38aa9fe2457d74dad80b
Nymeria_LSO_train/users/anthony_chen/act1.csv	Nymeria_Dataset/users/anthony_chen/act1.csv	911ddb56b6fc19aeaf380668431c5164afbd210dbee37a570ed3145c5910eb27
Nymeria_LSO_train/users/anthony_chen/act3.csv	Nymeria_Dataset/users/anthony_chen/act3.csv	28ba770dac10939f9ddb694e5236492940c77919b9b76216618a992b1656eada
Nymeria_LSO_train/users/anthony_chen/act4.csv	Nymeria_Dataset/users/anthony_chen/act4.csv	859192555383331e62b9433d58cd36595982b5166e02949589890e3d8672d13a
Nymeria_LSO_train/users/anthony_perez/act1.csv	Nymeria_Dataset/users/anthony_perez/act1.csv	f78e16d89b7f2d92036e07b048f6e16e2fbdfe5bbec9e32918353f95d7ec5f87
Nymeria_LSO_train/users/anthony_perez/act2.csv	Nymeria_Dataset/users/anthony_perez/act2.csv	cfa7ba9008448af0e7b58971412d9d542fb23081d405ea8ff1ff127441cf4287
Nymeria_LSO_train/users/arthur_byrd/act1.csv	Nymeria_Dataset/users/arthur_byrd/act1.csv	264401fd7fe1df0490d1633f9fd53e809e302dce473a96a1785c160cb9e8eae0
Nymeria_LSO_train/users/arthur_byrd/act2.csv	Nymeria_Dataset/users/arthur_byrd/act2.csv	8b02913385fae58b31fbe06e876d1fc0e1884ced5e57777ab5260829f914237f
Nymeria_LSO_train/users/arthur_byrd/act3.csv	Nymeria_Dataset/users/arthur_byrd/act3.csv	1e2b0efc2da6fcc707cd92a62ff8e0dbd69a4d944d9f0add80f232c6d6262d41
Nymeria_LSO_train/users/arthur_byrd/act4.csv	Nymeria_Dataset/users/arthur_byrd/act4.csv	41bc8a700c8d5ad29edf8c54c0c2dd58fa6123d2134c244fd0e2bb21fbd15ae7
Nymeria_LSO_train/users/ashley_owens/act0.csv	Nymeria_Dataset/users/ashley_owens/act0.csv	a1daa040b95ebbc0f0c392370ba9dfc439d797f3290a4dbe726c696bd2f03aeb
Nymeria_LSO_train/users/ashley_owens/act1.csv	Nymeria_Dataset/users/ashley_owens/act1.csv	df8620910e7ae0a856e94da29e8ce03636b106a740b10136041ba477716ce5f8
Nymeria_LSO_train/users/ashley_owens/act3.csv	Nymeria_Dataset/users/ashley_owens/act3.csv	1f30d9168be0911c04d188b76f3b887e4d9c3c3a65923fb7e5d71cce89c3e5ab
Nymeria_LSO_train/users/ashley_owens/act4.csv	Nymeria_Dataset/users/ashley_owens/act4.csv	cc8b46ba6a5091944bc59ca7d06b1d93cdd0d99fa45c0ff577f871b1a29cdc29
Nymeria_LSO_train/users/ashley_reyes/act1.csv	Nymeria_Dataset/users/ashley_reyes/act1.csv	ad0dd846324e8e9357569509772835ac51264db0fd77be1ea8cb9771277f6851
Nymeria_LSO_train/users/ashley_reyes/act2.csv	Nymeria_Dataset/users/ashley_reyes/act2.csv	e075ef8b1d8c1df1b2a066e8183339cf4c1f00d04f59db6e21342d15dd40a4a7
Nymeria_LSO_train/users/ashley_reyes/act3.csv	Nymeria_Dataset/users/ashley_reyes/act3.csv	a388b9e3795ef0fece11b394e3aaea294d5f2929d9552c5ba557c93c74939ebd
Nymeria_LSO_train/users/ashley_reyes/act4.csv	Nymeria_Dataset/users/ashley_reyes/act4.csv	4707220197c0cb1e267df0ca3e8b678eabd1567c7db2ac4ff14e86c5b951b37c
Nymeria_LSO_train/users/austin_lopez/act0.csv	Nymeria_Dataset/users/austin_lopez/act0.csv	c9e71fa32c2d9ca063607f6dca2619cd9f59a32d28fb6daadcf16704bc58c7a8
Nymeria_LSO_train/users/austin_lopez/act1.csv	Nymeria_Dataset/users/austin_lopez/act1.csv	2fe1a40a731ee3fc0a21eefb8ca0aed65a33b14ac0e62ea9ad89bdbf36dc9621
Nymeria_LSO_train/users/austin_lopez/act2.csv	Nymeria_Dataset/users/austin_lopez/act2.csv	4ef4687ba6c94f12fc5371efa870eba70c0a137d12e5c5026e5a66f747ec51cf
Nymeria_LSO_train/users/austin_lopez/act3.csv	Nymeria_Dataset/users/austin_lopez/act3.csv	c2714cbfbae819c6e86ff906da21e83b4ce735c38eb6105a8f14e752204fa783
Nymeria_LSO_train/users/autumn_garcia/act0.csv	Nymeria_Dataset/users/autumn_garcia/act0.csv	255fe069b562a0d4940b05cb9c1d98aa814fd7a62fdfc2cd7b4757ca62793c1c
Nymeria_LSO_train/users/autumn_garcia/act1.csv	Nymeria_Dataset/users/autumn_garcia/act1.csv	e10d04cec5cdd4c6984a1ffaa074131c38e4b1a2d411f05a6556b1a74de759cb
Nymeria_LSO_train/users/autumn_garcia/act3.csv	Nymeria_Dataset/users/autumn_garcia/act3.csv	6a6d96351a18d6936fe44a0c74967f031086eca87343aad356256315da3eb6cd
Nymeria_LSO_train/users/barbara_norman/act1.csv	Nymeria_Dataset/users/barbara_norman/act1.csv	bcea52103079e3ee87cfa52311fbee0cad962802ea93d8bdeabdca3afc2402d6
Nymeria_LSO_train/users/barbara_norman/act4.csv	Nymeria_Dataset/users/barbara_norman/act4.csv	c2296e76dfc1b4b4df478030c707aae8c229bc1e7941deb9c95d59404996ac22
Nymeria_LSO_train/users/barbara_sandoval/act0.csv	Nymeria_Dataset/users/barbara_sandoval/act0.csv	be5d3aef4ee5e9114ce03f25b903cb3067d88dfd1155000143eefabcd967409a
Nymeria_LSO_train/users/barbara_sandoval/act2.csv	Nymeria_Dataset/users/barbara_sandoval/act2.csv	9a429c3b870a08e102547a918f08cb64701eb497142da922d14a8b8193cde6d6
Nymeria_LSO_train/users/barbara_sandoval/act4.csv	Nymeria_Dataset/users/barbara_sandoval/act4.csv	582749c2d42877a155723176e142b1644dc99bb1f9e24b6189c9ef1174f25696
Nymeria_LSO_train/users/barbara_wheeler/act0.csv	Nymeria_Dataset/users/barbara_wheeler/act0.csv	ff313cb0fd83a2f242b88ae80524edef85729620a6a510b1ed43a34c7cef58aa
Nymeria_LSO_train/users/barbara_wheeler/act1.csv	Nymeria_Dataset/users/barbara_wheeler/act1.csv	6e6af9a1e2f60c0a99e7f009bdcc74c8be1ef4ec4a5bdd228a0913c88186f4e0
Nymeria_LSO_train/users/barbara_wheeler/act2.csv	Nymeria_Dataset/users/barbara_wheeler/act2.csv	51aee3a0a94aaf376edade0581d608489dc48f16636141c0896c0d41c7ad3ebd
Nymeria_LSO_train/users/barbara_wheeler/act3.csv	Nymeria_Dataset/users/barbara_wheeler/act3.csv	1c7a02e5e2077f8b49bc86bef5cd538bb79749522e235ef34a5c4dd6303ae388
Nymeria_LSO_train/users/barbara_wheeler/act4.csv	Nymeria_Dataset/users/barbara_wheeler/act4.csv	05189570dab69b211cdee4b44213cb99f49015f567c85e71f1584d92fa6c8957
Nymeria_LSO_train/users/benjamin_bailey/act1.csv	Nymeria_Dataset/users/benjamin_bailey/act1.csv	e55fc38f5eeeeee0e87d16785de90a46ac759dbf29e1d53c63f9527e083fffd8
Nymeria_LSO_train/users/benjamin_bailey/act3.csv	Nymeria_Dataset/users/benjamin_bailey/act3.csv	f6a4f32588a81b267aeebb2e16b5039d7a830f382088d9531abc9ad45cca672f
Nymeria_LSO_train/users/benjamin_bailey/act4.csv	Nymeria_Dataset/users/benjamin_bailey/act4.csv	9cf022acc0af76ea8f5de3363a2d9f941b7aa67f6e2ce04a2b4a926c789a4273
Nymeria_LSO_train/users/bobby_griffith/act0.csv	Nymeria_Dataset/users/bobby_griffith/act0.csv	ad7dde76dd9cd64a050a447d2e6b6631d8ff6aa80295a0353ffe29b46164dfad
Nymeria_LSO_train/users/bobby_griffith/act1.csv	Nymeria_Dataset/users/bobby_griffith/act1.csv	338f5061c95b69c9faab218f2e1463535ae745b114357b7920192d3be23ec05a
Nymeria_LSO_train/users/bobby_griffith/act2.csv	Nymeria_Dataset/users/bobby_griffith/act2.csv	44f4606fd39e14b9ddaf573ccda20fe93f46f63d9fe46846d9350f0f4be24273
Nymeria_LSO_train/users/bobby_griffith/act3.csv	Nymeria_Dataset/users/bobby_griffith/act3.csv	b716be9976ab01b91c4c10f43dd3b527a843bf0d93a6945471c8adde739dfed7
Nymeria_LSO_train/users/bobby_griffith/act4.csv	Nymeria_Dataset/users/bobby_griffith/act4.csv	0460cf146979268319eefcd4c3519f818533fdb8faae8b41cb591f7acd7521bd
Nymeria_LSO_train/users/bradley_herman/act0.csv	Nymeria_Dataset/users/bradley_herman/act0.csv	fa93a16ecb60b771359aae3afca648812561bd9530686b84f50b6c3b7c052cf9
